Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,price_numeric,variant_id,tier_order,tier_confidence,tier_name,features,feature_summary
Tata,Nano Genx,Xt,"Rs. 2,92,667",624 cc,2.0,2.0,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5.0,?23.6 km/litre,,23.6 km/litre,,660 kg,4,180 mm,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325 mm,1315 mm,135/70R12,155/65R12,Electric Power,Only Front Windows,,Remote,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4.0,Fabric,Manual,2230 mm,4 B X 12,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,110 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292667.0,tata_nano_genx_xt_2024,2.0,low,mid,"{'safety': ['Front Brakes: Drum', 'Rear Brakes: Drum', 'Child Safety Locks', 'Handbrake: Manual'], 'comfort': ['Fuel Tank Capacity: 24 litres', 'Front Track: 1325 mm', 'Rear Track: 1315 mm', 'Tachometer: Not on offer', 'Seats Material: Fabric', 'Boot Space: 110 litres', 'Cup Holders: Front', 'Sun Visor: Driver & Front Passenger', 'Third Row AC Vents: Not Applicable', 'Ventilation System: Manual Air conditioning with cooling and heating'], 'technology': ['Audiosystem: CD Player with USB & Aux-in', 'Aux-in Compatibility', 'Bluetooth', 'CD  /  MP3  /  DVD Player', 'FM Radio', 'Instrument Console: Analog + Digital', 'Multifunction Display'], 'exterior': ['Body Type: Hatchback', 'Ground Clearance: 180 mm', 'Front Tyre & Rim: 135/70R12', 'Rear Tyre & Rim: 155/65R12', 'Wheels Size: 4 B X 12', 'Engine Malfunction Light'], 'convenience': ['Power Steering: Electric Power', 'Power Windows: Only Front Windows', 'Keyless Entry: Remote', 'Start  /  Stop Button', '12v Power Outlet', 'Boot-lid Opener: Internal', 'Central Locking', 'Fuel-lid Opener: Internal']}","Safety: Front Brakes: Drum, Rear Brakes: Drum, Child Safety Locks, Handbrake: Manual; Comfort: Fuel Tank Capacity: 24 litres, Front Track: 1325 mm, Rear Track: 1315 mm, Tachometer: Not on offer, Seats Material: Fabric; Technology: Audiosystem: CD Player with USB & Aux-in, Aux-in Compatibility, Bluetooth, CD  /  MP3  /  DVD Player, FM Radio; Exterior: Body Type: Hatchback, Ground Clearance: 180 mm, Front Tyre & Rim: 135/70R12, Rear Tyre & Rim: 155/65R12, Wheels Size: 4 B X 12; Convenience: Power Steering: Electric Power, Power Windows: Only Front Windows, Keyless Entry: Remote, Start  /  Stop Button, 12v Power Outlet"
Tata,Nano Genx,Xe,"Rs. 2,36,447",624 cc,2.0,2.0,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5.0,?23.6 km/litre,,23.6 km/litre,,725 kg,4,180 mm,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325 mm,1315 mm,135/70R12,155/65R12,,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4.0,Fabric,Manual,2230 mm,4 B X 12,,Yes,Not on offer,,Yes,2 years /75000 Kms (years/distance whichever comes first),,Internal,110 litres,,,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Driver & Front Passenger,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236447.0,tata_nano_genx_xe_2024,1.0,low,base,"{'safety': ['Front Brakes: Drum', 'Rear Brakes: Drum', 'Child Safety Locks', 'Handbrake: Manual'], 'comfort': ['Fuel Tank Capacity: 24 litres', 'Front Track: 1325 mm', 'Rear Track: 1315 mm', 'Tachometer: Not on offer', 'Seats Material: Fabric', 'Boot Space: 110 litres', 'Cup Holders: Front', 'Sun Visor: Driver & Front Passenger', 'Third Row AC Vents: Not Applicable'], 'technology': ['Audiosystem: Not on offer', 'Instrument Console: Analog + Digital', 'Multifunction Display'], 'exterior': ['Body Type: Hatchback', 'Ground Clearance: 180 mm', 'Front Tyre & Rim: 135/70R12', 'Rear Tyre & Rim: 155/65R12', 'Wheels Size: 4 B X 12', 'Engine Malfunction Light'], 'convenience': ['12v Power Outlet', 'Boot-lid Opener: Internal', 'Fuel-lid Opener: Internal']}","Safety: Front Brakes: Drum, Rear Brakes: Drum, Child Safety Locks, Handbrake: Manual; Comfort: Fuel Tank Capacity: 24 litres, Front Track: 1325 mm, Rear Track: 1315 mm, Tachometer: Not on offer, Seats Material: Fabric; Technology: Audiosystem: Not on offer, Instrument Console: Analog + Digital, Multifunction Display; Exterior: Body Type: Hatchback, Ground Clearance: 180 mm, Front Tyre & Rim: 135/70R12, Rear Tyre & Rim: 155/65R12, Wheels Size: 4 B X 12; Convenience: 12v Power Outlet, Boot-lid Opener: Internal, Fuel-lid Opener: Internal"
Tata,Nano Genx,Emax Xm,"Rs. 2,96,661",624 cc,2.0,2.0,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,15 litres,CNG,1652 mm,3164 mm,1750 mm,Hatchback,4.0,,,,36 km/kg,710 kg,4,180 mm,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325 mm,1315 mm,135/70R12,155/65R12,Electric Power,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4.0,Fabric,Manual,2230 mm,4 B X 12,,Yes,Not on offer,,Yes,2 years /75000 Kms (years/distance whichever comes first),,Internal,110 litres,,,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296661.0,tata_nano_genx_emax_xm_2024,3.0,low,high,"{'safety': ['Front Brakes: Drum', 'Rear Brakes: Drum', 'Child Safety Locks', 'Handbrake: Manual', 'Hill Assist'], 'comfort': ['Fuel Tank Capacity: 15 litres', 'Front Track: 1325 mm', 'Rear Track: 1315 mm', 'Tachometer: Not on offer', 'Seats Material: Fabric', 'Boot Space: 110 litres', 'Cup Holders: Front', 'Sun Visor: Driver & Front Passenger', 'Third Row AC Vents: Not Applicable', 'Ventilation System: Air Conditioning with cooling only'], 'technology': ['Audiosystem: Not on offer', 'Instrument Console: Analog + Digital', 'Multifunction Display'], 'exterior': ['Body Type: Hatchback', 'Ground Clearance: 180 mm', 'Front Tyre & Rim: 135/70R12', 'Rear Tyre & Rim: 155/65R12', 'Wheels Size: 4 B X 12', 'Engine Malfunction Light', 'Auto-Dimming Rear-View Mirror'], 'convenience': ['Power Steering: Electric Power', '12v Power Outlet', 'Boot-lid Opener: Internal', 'Fuel-lid Opener: Internal']}","Safety: Front Brakes: Drum, Rear Brakes: Drum, Child Safety Locks, Handbrake: Manual, Hill Assist; Comfort: Fuel Tank Capacity: 15 litres, Front Track: 1325 mm, Rear Track: 1315 mm, Tachometer: Not on offer, Seats Material: Fabric; Technology: Audiosystem: Not on offer, Instrument Console: Analog + Digital, Multifunction Display; Exterior: Body Type: Hatchback, Ground Clearance: 180 mm, Front Tyre & Rim: 135/70R12, Rear Tyre & Rim: 155/65R12, Wheels Size: 4 B X 12; Convenience: Power Steering: Electric Power, 12v Power Outlet, Boot-lid Opener: Internal, Fuel-lid Opener: Internal"
Tata,Nano Genx,Xta,"Rs. 3,34,768",624 cc,2.0,2.0,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5.0,?23.6 km/litre,,21.9 km/litre,,725 kg,5,180 mm,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325 mm,1315 mm,135/70R12,155/65R12,Electric Power,Only Front Windows,,Remote,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4.0,Fabric,Automatic,2230 mm,4 B X 12,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,94 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334768.0,tata_nano_genx_xta_2024,4.0,low,top,"{'safety': ['Front Brakes: Drum', 'Rear Brakes: Drum', 'Child Safety Locks', 'Handbrake: Manual'], 'comfort': ['Fuel Tank Capacity: 24 litres', 'Front Track: 1325 mm', 'Rear Track: 1315 mm', 'Tachometer: Not on offer', 'Seats Material: Fabric', 'Boot Space: 94 litres', 'Cup Holders: Front', 'Sun Visor: Driver & Front Passenger', 'Third Row AC Vents: Not Applicable', 'Ventilation System: Manual Air conditioning with cooling and heating'], 'technology': ['Audiosystem: CD Player with USB & Aux-in', 'Aux-in Compatibility', 'Bluetooth', 'CD  /  MP3  /  DVD Player', 'FM Radio', 'Instrument Console: Analog + Digital', 'Multifunction Display'], 'exterior': ['Body Type: Hatchback', 'Ground Clearance: 180 mm', 'Front Tyre & Rim: 135/70R12', 'Rear Tyre & Rim: 155/65R12', 'Wheels Size: 4 B X 12', 'Engine Malfunction Light'], 'convenience': ['Power Steering: Electric Power', 'Power Windows: Only Front Windows', 'Keyless Entry: Remote', 'Start  /  Stop Button', '12v Power Outlet', 'Boot-lid Opener: Internal', 'Central Locking', 'Fuel-lid Opener: Internal']}","Safety: Front Brakes: Drum, Rear Brakes: Drum, Child Safety Locks, Handbrake: Manual; Comfort: Fuel Tank Capacity: 24 litres, Front Track: 1325 mm, Rear Track: 1315 mm, Tachometer: Not on offer, Seats Material: Fabric; Technology: Audiosystem: CD Player with USB & Aux-in, Aux-in Compatibility, Bluetooth, CD  /  MP3  /  DVD Player, FM Radio; Exterior: Body Type: Hatchback, Ground Clearance: 180 mm, Front Tyre & Rim: 135/70R12, Rear Tyre & Rim: 155/65R12, Wheels Size: 4 B X 12; Convenience: Power Steering: Electric Power, Power Windows: Only Front Windows, Keyless Entry: Remote, Start  /  Stop Button, 12v Power Outlet"
Tata,Nano Genx,Xm,"Rs. 2,72,223",624 cc,2.0,2.0,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5.0,?23.6 km/litre,,23.6 km/litre,,725 kg,4,180 mm,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325 mm,1315 mm,135/70R12,155/65R12,Electric Power,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4.0,Fabric,Manual,2230 mm,4 B X 12,,Yes,Not on offer,,Yes,2 years /75000 Kms (years/distance whichever comes first),,Internal,110 litres,,,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272223.0,tata_nano_genx_xm_2024,1.0,low,base,"{'safety': ['Front Brakes: Drum', 'Rear Brakes: Drum', 'Child Safety Locks', 'Handbrake: Manual'], 'comfort': ['Fuel Tank Capacity: 24 litres', 'Front Track: 1325 mm', 'Rear Track: 1315 mm', 'Tachometer: Not on offer', 'Seats Material: Fabric', 'Boot Space: 110 litres', 'Cup Holders: Front', 'Sun Visor: Driver & Front Passenger', 'Third Row AC Vents: Not Applicable', 'Ventilation System: Air Conditioning with cooling only'], 'technology': ['Audiosystem: Not on offer', 'Instrument Console: Analog + Digital', 'Multifunction Display'], 'exterior': ['Body Type: Hatchback', 'Ground Clearance: 180 mm', 'Front Tyre & Rim: 135/70R12', 'Rear Tyre & Rim: 155/65R12', 'Wheels Size: 4 B X 12', 'Engine Malfunction Light'], 'convenience': ['Power Steering: Electric Power', '12v Power Outlet', 'Boot-lid Opener: Internal', 'Fuel-lid Opener: Internal']}","Safety: Front Brakes: Drum, Rear Brakes: Drum, Child Safety Locks, Handbrake: Manual; Comfort: Fuel Tank Capacity: 24 litres, Front Track: 1325 mm, Rear Track: 1315 mm, Tachometer: Not on offer, Seats Material: Fabric; Technology: Audiosystem: Not on offer, Instrument Console: Analog + Digital, Multifunction Display; Exterior: Body Type: Hatchback, Ground Clearance: 180 mm, Front Tyre & Rim: 135/70R12, Rear Tyre & Rim: 155/65R12, Wheels Size: 4 B X 12; Convenience: Power Steering: Electric Power, 12v Power Outlet, Boot-lid Opener: Internal, Fuel-lid Opener: Internal"
Tata,Nano Genx,Xma,"Rs. 3,14,815",624 cc,2.0,2.0,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24 litres,Petrol,1652 mm,3164 mm,1750 mm,Hatchback,5.0,?23.6 km/litre,,21.9 km/litre,,710 kg,5,180 mm,Drum,Drum,"Independent, Lower Wishbone, McPherson Strut with gas filled dampers and anti-roll bar","Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",1325 mm,1315 mm,135/70R12,155/65R12,Electric Power,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4.0,Fabric,Automatic,2230 mm,4 B X 12,,Yes,Not on offer,,Yes,2 years /75000 Kms (years/distance whichever comes first),,Internal,94 litres,,,Yes,Digital,Not on offer,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314815.0,tata_nano_genx_xma_2024,3.0,low,high,"{'safety': ['Front Brakes: Drum', 'Rear Brakes: Drum', 'Child Safety Locks', 'Handbrake: Manual'], 'comfort': ['Fuel Tank Capacity: 24 litres', 'Front Track: 1325 mm', 'Rear Track: 1315 mm', 'Tachometer: Not on offer', 'Seats Material: Fabric', 'Boot Space: 94 litres', 'Cup Holders: Not on offer', 'Sun Visor: Driver & Front Passenger', 'Third Row AC Vents: Not Applicable', 'Ventilation System: Air Conditioning with cooling only'], 'technology': ['Audiosystem: Not on offer', 'Instrument Console: Analog + Digital', 'Multifunction Display'], 'exterior': ['Body Type: Hatchback', 'Ground Clearance: 180 mm', 'Front Tyre & Rim: 135/70R12', 'Rear Tyre & Rim: 155/65R12', 'Wheels Size: 4 B X 12', 'Engine Malfunction Light'], 'convenience': ['Power Steering: Electric Power', '12v Power Outlet', 'Boot-lid Opener: Internal', 'Fuel-lid Opener: Internal']}","Safety: Front Brakes: Drum, Rear Brakes: Drum, Child Safety Locks, Handbrake: Manual; Comfort: Fuel Tank Capacity: 24 litres, Front Track: 1325 mm, Rear Track: 1315 mm, Tachometer: Not on offer, Seats Material: Fabric; Technology: Audiosystem: Not on offer, Instrument Console: Analog + Digital, Multifunction Display; Exterior: Body Type: Hatchback, Ground Clearance: 180 mm, Front Tyre & Rim: 135/70R12, Rear Tyre & Rim: 155/65R12, Wheels Size: 4 B X 12; Convenience: Power Steering: Electric Power, 12v Power Outlet, Boot-lid Opener: Internal, Fuel-lid Opener: Internal"
Datsun,Redi-Go,D,"Rs. 2,79,650",799 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5.0,21.38 km/litre,24 km/litre,25.17 km/litre,,,5,185 mm,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,,,80/155R13,80/155R13,,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2348 mm,80/155R13,,Yes,Not on offer,,Yes,2 years / Unlimited Kms,,Internal,222 litres,,,Yes,,Not on offer,Yes,,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279650.0,datsun_redi_go_d_2024,1.0,low,base,"{'safety': ['Front Brakes: Ventilated Disc', 'Rear Brakes: Drum', 'Child Safety Locks', 'Handbrake: Manual', 'Engine Immobilizer', 'ABS (Anti-lock Braking System)'], 'comfort': ['Fuel Tank Capacity: 28 litres', 'Tachometer: Digital', 'Seats Material: Fabric', 'Boot Space: 222 litres', 'Cup Holders: Not on offer', 'Sun Visor: Driver & Front Passenger', 'Third Row AC Vents: Not Applicable', 'Ventilation System'], 'technology': ['Audiosystem: Not on offer', 'Instrument Console: Analog + Digital', 'Multifunction Display'], 'exterior': ['Body Type: Hatchback', 'Ground Clearance: 185 mm', 'Front Tyre & Rim: 80/155R13', 'Rear Tyre & Rim: 80/155R13', 'Wheels Size: 80/155R13', 'Engine Malfunction Light'], 'convenience': ['12v Power Outlet', 'Boot-lid Opener: Internal', 'Fuel-lid Opener: Internal']}","Safety: Front Brakes: Ventilated Disc, Rear Brakes: Drum, Child Safety Locks, Handbrake: Manual, Engine Immobilizer; Comfort: Fuel Tank Capacity: 28 litres, Tachometer: Digital, Seats Material: Fabric, Boot Space: 222 litres, Cup Holders: Not on offer; Technology: Audiosystem: Not on offer, Instrument Console: Analog + Digital, Multifunction Display; Exterior: Body Type: Hatchback, Ground Clearance: 185 mm, Front Tyre & Rim: 80/155R13, Rear Tyre & Rim: 80/155R13, Wheels Size: 80/155R13; Convenience: 12v Power Outlet, Boot-lid Opener: Internal, Fuel-lid Opener: Internal"
Datsun,Redi-Go,T,"Rs. 3,51,832",799 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5.0,21.38 km/litre,24 km/litre,25.17 km/litre,,,5,185 mm,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,,,80/155R13,80/155R13,Electric Power,Only Front Windows,,,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2348 mm,80/155R13,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,,Internal,222 litres,Yes,Yes,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351832.0,datsun_redi_go_t_2024,2.0,low,mid,"{'safety': ['Front Brakes: Ventilated Disc', 'Rear Brakes: Drum', 'Child Safety Locks', 'Handbrake: Manual', 'Engine Immobilizer'], 'comfort': ['Fuel Tank Capacity: 28 litres', 'Tachometer: Digital', 'Seats Material: Fabric', 'Boot Space: 222 litres', 'Cup Holders: Front', 'Sun Visor: Driver & Front Passenger', 'Third Row AC Vents: Not Applicable', 'Ventilation System: Manual Air conditioning with cooling and heating'], 'technology': ['Audiosystem: CD Player with USB & Aux-in', 'Aux-in Compatibility', 'CD  /  MP3  /  DVD Player', 'FM Radio', 'Instrument Console: Analog + Digital', 'Multifunction Display', 'USB Compatibility'], 'exterior': ['Body Type: Hatchback', 'Ground Clearance: 185 mm', 'Front Tyre & Rim: 80/155R13', 'Rear Tyre & Rim: 80/155R13', 'Wheels Size: 80/155R13', 'Engine Malfunction Light', 'Headlight Reminder'], 'convenience': ['Power Steering: Electric Power', 'Power Windows: Only Front Windows', '12v Power Outlet', 'Boot-lid Opener: Internal', 'Central Locking', 'Fuel-lid Opener: Internal']}","Safety: Front Brakes: Ventilated Disc, Rear Brakes: Drum, Child Safety Locks, Handbrake: Manual, Engine Immobilizer; Comfort: Fuel Tank Capacity: 28 litres, Tachometer: Digital, Seats Material: Fabric, Boot Space: 222 litres, Cup Holders: Front; Technology: Audiosystem: CD Player with USB & Aux-in, Aux-in Compatibility, CD  /  MP3  /  DVD Player, FM Radio, Instrument Console: Analog + Digital; Exterior: Body Type: Hatchback, Ground Clearance: 185 mm, Front Tyre & Rim: 80/155R13, Rear Tyre & Rim: 80/155R13, Wheels Size: 80/155R13; Convenience: Power Steering: Electric Power, Power Windows: Only Front Windows, 12v Power Outlet, Boot-lid Opener: Internal, Central Locking"
Datsun,Redi-Go,A,"Rs. 3,33,419",799 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28 litres,Petrol,1541 mm,3429 mm,1560 mm,Hatchback,5.0,21.38 km/litre,24 km/litre,25.17 km/litre,,,5,185 mm,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,,,80/155R13,80/155R13,Electric Power,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2348 mm,80/155R13,,Yes,Not on offer,,Yes,2 years / Unlimited Kms,,Internal,222 litres,,,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333419.0,datsun_redi_go_a_2024,1.0,low,base,"{'safety': ['Front Brakes: Ventilated Disc', 'Rear Brakes: Drum', 'Child Safety Locks', 'Handbrake: Manual', 'Engine Immobilizer'], 'comfort': ['Fuel Tank Capacity: 28 litres', 'Tachometer: Digital', 'Seats Material: Fabric', 'Boot Space: 222 litres', 'Cup Holders: Front', 'Sun Visor: Driver & Front Passenger', 'Third Row AC Vents: Not Applicable', 'Ventilation System: Manual Air conditioning with cooling and heating'], 'technology': ['Audiosystem: Not on offer', 'Instrument Console: Analog + Digital', 'Multifunction Display'], 'exterior': ['Body Type: Hatchback', 'Ground Clearance: 185 mm', 'Front Tyre & Rim: 80/155R13', 'Rear Tyre & Rim: 80/155R13', 'Wheels Size: 80/155R13', 'Engine Malfunction Light', 'Headlight Reminder'], 'convenience': ['Power Steering: Electric Power', '12v Power Outlet', 'Boot-lid Opener: Internal', 'Fuel-lid Opener: Internal']}","Safety: Front Brakes: Ventilated Disc, Rear Brakes: Drum, Child Safety Locks, Handbrake: Manual, Engine Immobilizer; Comfort: Fuel Tank Capacity: 28 litres, Tachometer: Digital, Seats Material: Fabric, Boot Space: 222 litres, Cup Holders: Front; Technology: Audiosystem: Not on offer, Instrument Console: Analog + Digital, Multifunction Display; Exterior: Body Type: Hatchback, Ground Clearance: 185 mm, Front Tyre & Rim: 80/155R13, Rear Tyre & Rim: 80/155R13, Wheels Size: 80/155R13; Convenience: Power Steering: Electric Power, 12v Power Outlet, Boot-lid Opener: Internal, Fuel-lid Opener: Internal"
